DialogueVoice,Persona,GameplayTag,Caption,Name,SourcePath,MaxPlaysPerCampaign,MaxPlaysPerMission,CooldownNumMissions,CooldownTimeSeconds,AllowSelfContextInterrupt,AllowLowerPriorityInterrupt,IsServerOnly,IsLineDisabled
Lynx_DV,Lynx_Persona,DialogueContext.Command.Negative.Move,"Sorry, I can't do that.",PilotP18,pilot/POAllyLynx/PilotP18.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Command.Negative.Move,No good sir.,PilotP11PO,pilot/POAllyLynx/PilotP11PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Command.Negative.Move,There's no way through here.,PilotP25,pilot/POAllyLynx/PilotP25.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Died.Pilot,This is Lynx.. Damn it! There's a hole in my ... Aaaaaaargh!,PODiedPilot,pilot/POAllyLynx/PODiedPilot.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Died.Unit.Critical,This is Lynx.. I'm under attack ...  Aaaaaaargh!,PODiedUnitCritical,pilot/POAllyLynx/PODiedUnitCritical.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Critical,This is Lynx.. I think I cracked some ribs! Ejecting!,POEjectedCritical,pilot/POAllyLynx/POEjectedCritical.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,This is Lynx.. No more fighting for me! Ejecting!,POEjectedHelpless,pilot/POAllyLynx/POEjectedHelpless.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,This is Lynx.. They're knocking out my weapons! Ejecting!,POEjectedHelpless2,pilot/POAllyLynx/POEjectedHelpless2.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,This is Lynx.. That was my last weapon! Ejecting!,POEjectedHelpless3,pilot/POAllyLynx/POEjectedHelpless3.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,This is Lynx.. My armor is coming apart! Ejecting!,POEjectedScared,pilot/POAllyLynx/POEjectedScared.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,This is Lynx.. There is a whole in my armor! Ejecting!,POEjectedScared2,pilot/POAllyLynx/POEjectedScared2.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,This is Lynx.. Taking enemy fire! Ejecting!,POEjectedScared3,pilot/POAllyLynx/POEjectedScared3.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,This is Lynx.. That takes care of him.,PilotP21PO,pilot/POAllyLynx/PilotP21PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,"This is Lynx.. Yes, target destroyed!",PilotP26PO,pilot/POAllyLynx/PilotP26PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,This is Lynx.. One less enemy crawler.,PilotP39PO,pilot/POAllyLynx/PilotP39PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,This is Lynx.. Enemy vehicle destroyed!,PilotP40PO,pilot/POAllyLynx/PilotP40PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,This is Lynx.. That takes care of him.,PilotP21PO,pilot/POAllyLynx/PilotP21PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,This is Lynx.. Enemy Mech' destroyed.,PilotP22PO,pilot/POAllyLynx/PilotP22PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,"This is Lynx.. Yes, target destroyed!",PilotP26PO,pilot/POAllyLynx/PilotP26PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,This is Lynx.. That takes care of him.,PilotP21PO,pilot/POAllyLynx/PilotP21PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,This is Lynx.. Enemy Mech' destroyed.,PilotP22PO,pilot/POAllyLynx/PilotP22PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,"This is Lynx.. Yes, target destroyed!",PilotP26PO,pilot/POAllyLynx/PilotP26PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy,This is Lynx.. I have a new sensor trace!,PilotP31PO,pilot/POAllyLynx/PilotP31PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy,This is Lynx.. My sensors have a new contact.,PilotP32PO,pilot/POAllyLynx/PilotP32PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.VTOL,This is Lynx.. I have a new sensor trace!,PilotP31PO,pilot/POAllyLynx/PilotP31PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.VTOL,This is Lynx.. My sensors have a new contact.,PilotP32PO,pilot/POAllyLynx/PilotP32PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Mech,This is Lynx.. I have a new sensor trace!,PilotP31PO,pilot/POAllyLynx/PilotP31PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Mech,This is Lynx.. My sensors have a new contact.,PilotP32PO,pilot/POAllyLynx/PilotP32PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Vehicle,This is Lynx.. I have a new sensor trace!,PilotP31PO,pilot/POAllyLynx/PilotP31PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Vehicle,This is Lynx.. My sensors have a new contact.,PilotP32PO,pilot/POAllyLynx/PilotP32PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,This is Lynx.. My armor is coming apart!,PilotP5PO,pilot/POAllyLynx/PilotP5PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,This is Lynx.. There is a whole in my armor!,PilotP6PO,pilot/POAllyLynx/PilotP6PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,This is Lynx.. I think I cracked some ribs!,PilotP27PO,pilot/POAllyLynx/PilotP27PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,This is Lynx.. They're knocking out my weapons!,PilotP41PO,pilot/POAllyLynx/PilotP41PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LArm,This is Lynx.. My armor is coming apart!,PilotP5PO,pilot/POAllyLynx/PilotP5PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LArm,This is Lynx.. There is a whole in my armor!,PilotP6PO,pilot/POAllyLynx/PilotP6PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LLeg,This is Lynx.. Sir! My leg is junk.,PilotP20PO,pilot/POAllyLynx/PilotP20PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LTorso,This is Lynx.. I think I cracked some ribs!,PilotP27PO,pilot/POAllyLynx/PilotP27PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.Rarm,This is Lynx.. My armor is coming apart!,PilotP5PO,pilot/POAllyLynx/PilotP5PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.Rarm,This is Lynx.. There is a whole in my armor!,PilotP6PO,pilot/POAllyLynx/PilotP6PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.RLeg,This is Lynx.. Sir! My leg is junk.,PilotP20PO,pilot/POAllyLynx/PilotP20PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.RTorso,This is Lynx.. I think I cracked some ribs!,PilotP27PO,pilot/POAllyLynx/PilotP27PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech.FriendlyFire.Commander,This is Lynx.. I'm under attack!,PilotP37PO,pilot/POAllyLynx/PilotP37PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Engagement.Started,Attacking from here.,PilotP8,pilot/POAllyLynx/PilotP8.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Engagement.Started,Changing range.,PilotP29,pilot/POAllyLynx/PilotP29.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Attack.Destroy.Component,Eat this!,PilotP36,pilot/POAllyLynx/PilotP36.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Attack.Destroy.Component,This is going right where it hurts!,PilotP35,pilot/POAllyLynx/PilotP35.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Attack.Destroy.Component,Who wants some of this?,PilotP34,pilot/POAllyLynx/PilotP34.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech.Critical,This is Lynx.. I think I cracked some ribs!,PilotP27PO,pilot/POAllyLynx/PilotP27PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech.Critical,This is Lynx.. My armor is coming apart!,PilotP5PO,pilot/POAllyLynx/PilotP5PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech.Critical,This is Lynx.. There is a whole in my armor!,PilotP6PO,pilot/POAllyLynx/PilotP6PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech,This is Lynx.. I'm under attack!,PilotP37PO,pilot/POAllyLynx/PilotP37PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech,This is Lynx.. Taking enemy fire!,PilotP38PO,pilot/POAllyLynx/PilotP38PO.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Died.Pilot,Lynx here.. Damn it! There's a hole in my ... Aaaaaaargh!,PODiedPilot,pilot/POAllyLynx/PODiedPilotB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Died.Unit.Critical,Lynx here.. I'm under attack ...  Aaaaaaargh!,PODiedUnitCriticalB,pilot/POAllyLynx/PODiedUnitCriticalB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Critical,Lynx here.. I think I cracked some ribs! Ejecting!,POEjectedCriticalB,pilot/POAllyLynx/POEjectedCriticalB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,Lynx here.. No more fighting for me! Ejecting!,POEjectedHelplessB,pilot/POAllyLynx/POEjectedHelplessB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,Lynx here.. They're knocking out my weapons! Ejecting!,POEjectedHelpless2B,pilot/POAllyLynx/POEjectedHelpless2B.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Helpless,Lynx here.. That was my last weapon! Ejecting!,POEjectedHelpless3B,pilot/POAllyLynx/POEjectedHelpless3B.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,Lynx here.. My armor is coming apart! Ejecting!,POEjectedScaredB,pilot/POAllyLynx/POEjectedScaredB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,Lynx here.. There is a whole in my armor! Ejecting!,POEjectedScared2B,pilot/POAllyLynx/POEjectedScared2B.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Ejected.Scared,Lynx here.. Taking enemy fire! Ejecting!,POEjectedScared3B,pilot/POAllyLynx/POEjectedScared3B.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,Lynx here.. That takes care of him.,PilotP21POB,pilot/POAllyLynx/PilotP21POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,"Lynx here.. Yes, target destroyed!",PilotP26POB,pilot/POAllyLynx/PilotP26POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,Lynx here.. One less enemy crawler.,PilotP39POB,pilot/POAllyLynx/PilotP39POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Cheer,Lynx here.. Enemy vehicle destroyed!,PilotP40POB,pilot/POAllyLynx/PilotP40POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,Lynx here.. That takes care of him.,PilotP21POB,pilot/POAllyLynx/PilotP21POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,Lynx here.. Enemy Mech' destroyed.,PilotP22POB,pilot/POAllyLynx/PilotP22POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Cheer,"Lynx here.. Yes, target destroyed!",PilotP26POB,pilot/POAllyLynx/PilotP26POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,Lynx here.. That takes care of him.,PilotP21POB,pilot/POAllyLynx/PilotP21POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,Lynx here.. Enemy Mech' destroyed.,PilotP22POB,pilot/POAllyLynx/PilotP22POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.KillBlow.Mech.Critical.Cheer,"Lynx here.. Yes, target destroyed!",PilotP26POB,pilot/POAllyLynx/PilotP26POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy,Lynx here.. I have a new sensor trace!,PilotP31POB,pilot/POAllyLynx/PilotP31POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy,Lynx here.. My sensors have a new contact.,PilotP32POB,pilot/POAllyLynx/PilotP32POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.VTOL,Lynx here.. I have a new sensor trace!,PilotP31POB,pilot/POAllyLynx/PilotP31POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.VTOL,Lynx here.. My sensors have a new contact.,PilotP32POB,pilot/POAllyLynx/PilotP32POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Mech,Lynx here.. I have a new sensor trace!,PilotP31POB,pilot/POAllyLynx/PilotP31POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Mech,Lynx here.. My sensors have a new contact.,PilotP32POB,pilot/POAllyLynx/PilotP32POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Vehicle,Lynx here.. I have a new sensor trace!,PilotP31POB,pilot/POAllyLynx/PilotP31POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.Spot.Enemy.Vehicle,Lynx here.. My sensors have a new contact.,PilotP32POB,pilot/POAllyLynx/PilotP32POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,Lynx here.. My armor is coming apart!,PilotP5POB,pilot/POAllyLynx/PilotP5POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,Lynx here.. There is a whole in my armor!,PilotP6POB,pilot/POAllyLynx/PilotP6POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,Lynx here.. I think I cracked some ribs!,PilotP27POB,pilot/POAllyLynx/PilotP27POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component,Lynx here.. They're knocking out my weapons!,PilotP41POB,pilot/POAllyLynx/PilotP41POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LArm,Lynx here.. My armor is coming apart!,PilotP5POB,pilot/POAllyLynx/PilotP5POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LArm,Lynx here.. There is a whole in my armor!,PilotP6POB,pilot/POAllyLynx/PilotP6POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LLeg,Lynx here.. Sir! My leg is junk.,PilotP20POB,pilot/POAllyLynx/PilotP20POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.LTorso,Lynx here.. I think I cracked some ribs!,PilotP27POB,pilot/POAllyLynx/PilotP27POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.Rarm,Lynx here.. My armor is coming apart!,PilotP5POB,pilot/POAllyLynx/PilotP5POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.Rarm,Lynx here.. There is a whole in my armor!,PilotP6POB,pilot/POAllyLynx/PilotP6POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.RLeg,Lynx here.. Sir! My leg is junk.,PilotP20POB,pilot/POAllyLynx/PilotP20POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Destroy.Component.RTorso,Lynx here.. I think I cracked some ribs!,PilotP27POB,pilot/POAllyLynx/PilotP27POB.wav,,,,,,,,
Lynx_DV,Lynx_Persona,DialogueContext.TakeDamage.Unit.Mech.FriendlyFire.Commander,Lynx here.. I'm under attack!,PilotP37POB,pilot/POAllyLynx/PilotP37POB.wav,,,,,,,,
